title,authors,average_rating,num_pages,ratings_count,isbn13
The Kestrel (Westmark  #2),Lloyd Alexander,3.98,244,2742,9780141310695
The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1),Richard A. Knaak,3.74,297,59,9780441014224
Firedrake (Dragonrealm #1),Richard A. Knaak,3.78,276,638,9780595092147
Night of Blood (Dragonlance: The Minotaur Wars  #1),Richard A. Knaak/Margaret Weis,3.91,372,1307,9780786931965
The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2),Richard A. Knaak,3.91,288,43,9780441014453
Children of the Drake (Dragonrealm: Origins  #2),Richard A. Knaak,3.88,292,167,9780595092086
Sleeping Beauty Trilogy (Sleeping Beauty  #1-3),A.N. Roquelaure/Anne Rice,3.99,724,10891,9780452156616
Beauty's Punishment,A.N. Roquelaure/Anne Rice,3.62,233,426,9780452266629
The Land of the Dead (Tales from the Odyssey  #2),Mary Pope Osborne/Homer/Troy Howell,3.97,112,400,9780786809295
The One-Eyed Giant (Tales from the Odyssey  #1),Mary Pope Osborne/Homer/Troy Howell,3.88,112,782,9780786809288
Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.03,128,466,9780375832215
The Final Battle (Tales from the Odyssey  #6),Mary Pope Osborne/Troy Howell,4.08,112,263,9780786809943
Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.05,119,1073,9780375823787
Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.07,128,659,9780375832208
Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Pope Osborne/Salvatore Murdocca,4.04,0,7,9781400091058
Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne/Salvatore Murdocca,3.94,96,6816,9780679890706
E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),E.E. Cummings/George J. Firmage,4.35,1136,19542,9780871401526
Selected Poems,E.E. Cummings/Richard S. Kennedy,4.22,208,12438,9780871401540
Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,4.38,208,1206,9780871401656
Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Dennis Slifer/R. Carlos Nakai,3.69,240,19,9781423601746
The Coal Tattoo,Silas House,4.04,368,1789,9780345480057
Clay's Quilt,Silas House,3.95,320,2685,9780345450692
Things Pondered: From the Heart of a Lesser Woman,Beth Moore,4.09,160,283,9780805427318
Scholastic Success with 4th Grade Workbook,Terry Cooper,4.12,416,8,9780439569729
The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,4.0,144,289,9780785113447
Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,3.85,408,5729,9780373802357
Coyote Dreams (Walker Papers  #3),C.E. Murphy,4.0,408,5810,9780373802722
Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics,Antonio Negri/Michael Hardt,3.96,304,49,9780816636709
Time for Revolution,Antonio Negri/Matteo Mandarini,3.7,271,45,9780826479310
The Philosophy of Antonio Negri  Volume One: Resistance in Practice,Timothy S. Murphy/Abdul-Karim Mustapha,4.12,265,8,9780745323374
Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,432,38757,9780743270373
President Dad  Volume 2,Ju-Yeon Rhim,3.49,168,73,9781595322357
Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mark Fainaru-Wada/Lance Williams,3.81,348,165,9781592402687
Dark Water,Kōji Suzuki/Glynne Walley,3.61,279,2433,9781932234220
Dark Water's Embrace (Mictlan  #1),Stephen Leigh,3.77,331,78,9780380794782
In Dark Waters,Mary Burton,3.81,249,95,9780373274482
Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland/Oswald Chambers,4.45,352,1372,9781572930506
Mandie and the Abandoned Mine (Mandie  #8),Lois Gladys Leppard,3.96,160,1369,9780871239327
Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Gregg Olsen,3.79,399,1458,9780312982010
C++ Programmer's Notebook,Jim Keogh/John Shapley Gray,3.0,528,3,9780130887016
The Sibley Field Guide to Birds of Western North America,David Allen Sibley,4.69,473,730,9780679451211
The National Geographic Society: 100 Years of Adventure & Discovery,C.D.B. Bryan,4.11,528,10,9780810982192
Park Profiles: Grand Canyon Country (Park Profiles),National Geographic Society,4.1,200,10,9780792270324
Canada's Incredible Coasts,Donald J. Crump/William R. Gray,3.71,199,7,9780870448294
Shout Out Loud! 2,Satosumi Takaguchi,3.95,194,91,9781598163179
Shout Out Loud! 5,Satosumi Takaguchi,3.93,192,83,9781598163209
Can't Win With You 1,Satosumi Takaguchi/Yukine Honami,3.57,176,77,9781569708125
叫んでやるぜ! (1) (あすかコミックスCL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.68,165,2,9784048526456
叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.95,178,2,9784048527859
Soups,Norman Kolpas/Allan Rosenberg/Chuck Williams/Laurie Wertz,3.88,108,17,9780783502502
Pies and Tarts,Chuck Williams/Laurie Wertz/John Phillip Carroll,3.82,108,18,9780783502007
The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,4.52,410,118,9780674295032
Michael's Golden Rules,Deloris Jordan/Roslyn M. Jordan/Michael Jordan/Kadir Nelson,3.93,32,83,9780689870163
Confessions of an Actor,Laurence Olivier,3.69,348,279,9780671417017
For Lust of Knowing: The Orientalists and Their Enemies,Robert Irwin,3.72,304,10,9780140289237
The Arabian Nightmare,Robert Irwin,3.84,282,411,9781585672172
Continental Drift,Russell Banks,3.87,408,2824,9780060854942
The Darling,Russell Banks,3.78,400,1986,9780060957353
Affliction,Russell Banks/Pierre Furlan,3.99,486,63,9782742722808
Success Stories,Russell Banks,3.72,192,155,9780060927196
Cloudsplitter,Russell Banks,3.91,758,3618,9780060930868
A Multitude of Sins,Richard Ford,3.75,304,1183,9780375726569
The Custom of the Country,Edith Wharton/Linda Wagner-Martin,4.03,370,7717,9780143039709
Quicksand,Nella Larsen,3.68,125,181,9780486451404
Their Eyes Were Watching God,Zora Neale Hurston/Ruby Dee,3.91,7,421,9780060776534
Novels and Stories,Zora Neale Hurston/Cheryl A. Wall,4.37,1054,564,9780940450837
Plato on Knowledge and Reality,Nicholas P. White,3.67,272,6,9780915144228
A Companion to Plato's Republic,Nicholas P. White,3.67,288,25,9780915144921
Something Rotten (Thursday Next  #4),Jasper Fforde,4.16,385,27382,9780143035411
Lost in a Good Book (Thursday Next  #2),Jasper Fforde,4.14,399,42454,9780142004036
The Well of Lost Plots (Thursday Next #3),Jasper Fforde,4.1,375,31540,9780143034353
First Among Sequels (Thursday Next  #5),Jasper Fforde,4.02,363,20630,9780670038718
The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,374,97343,9780142001806
Chop Shop (Bug Man  #2),Tim Downs,4.22,352,923,9781582294018
Shoofly Pie (Bug Man  #1),Tim Downs,4.18,371,1425,9781582293080
RG Veda  Vol. 01,CLAMP,3.72,197,820,9781595324849
Augustine,Henry Chadwick,3.71,128,14,9780192875341
The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church),Henry Chadwick,4.19,744,15,9780199265770
East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church),Henry Chadwick,3.88,316,4,9780199280162
Satan in Goray,Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse,3.85,288,853,9780374524791
Lights Out,Peter Abrahams,3.65,352,208,9780345445780
Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.9,352,30,9780060737047
Red Message,Peter Abrahams,3.12,320,8,9780380898039
Her Smoke Rose Up Forever,James Tiptree Jr.,4.21,508,3190,9781892391209
The Starry Rift,James Tiptree Jr.,3.81,250,232,9780312890216
Teaching to Transgress: Education as the Practice of Freedom,bell hooks,4.37,216,5162,9780415908085
Desde mi cielo,Alice Sebold/Aurora Echevarría,3.81,336,28,9780307209436
The Roman Empire,Colin      Wells,3.58,384,110,9780674777705
Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Jen Lancaster,3.9,400,44607,9780451217608
Economics,Paul Krugman/Robin Wells,3.99,1088,120,9780716799566
Development  Geography  and Economic Theory,Paul Krugman,4.0,127,81,9780262611350
Pop Internationalism,Paul Krugman,3.68,221,310,9780262611336
An Unquiet Grave (Louis Kincaid  #7),P.J. Parrish,4.13,384,614,9780786016075
Island Of Bones (Louis Kincaid  #5),P.J. Parrish,4.02,384,586,9780786016051
Dead Of Winter (Louis Kincaid  #2),P.J. Parrish,3.95,416,773,9780786011896
Thicker Than Water (Louis Kincaid  #4),P.J. Parrish,4.09,380,414,9780786014200
Teleportation: From Star Trek to Tesla,Commander X/Tim R. Swartz,2.83,139,2,9781892062437
Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith/Steve Erickson,4.1,784,490,9780977312795
Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,3.77,352,2470,9780385495547
The Gospel According to Luke,Anonymous/Thomas Cahill,4.64,81,169,9780802136183
The Third Policeman,Flann O'Brien/Denis Donoghue,4.01,200,12452,9781564782144
The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson,3.9,713,1751,9780684827902
Six Haunted Hairdos (The Hamlet Chronicles  #2),Gregory Maguire/Elaine Clayton,3.53,176,92,9780064407205
Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,Marion Woodman/Elinor Dickson,4.24,256,375,9781570623134
The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,3.5,309,2,9780071467445
Pope Joan,Donna Woolfolk Cross,4.08,422,56471,9780345416261
Pope Joan: Translated & Adapted from the Greek,Emmanuel Rhoides/Lawrence Durrell,3.92,200,266,9780720610659
Glass Houses (The Morganville Vampires  #1),Rachel Caine,3.92,239,83997,9780451219947
The Glass House (Captain Lacey  #3),Ashley Gardner,4.04,256,1123,9780425199435
Glass House,Philip Johnson/Toshio Nakamura,4.0,256,14,9781580931861
The Echo of Greece,Edith Hamilton,4.09,224,29,9780393002317
Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,4.06,240,77,9780393002034
The Analects,Confucius/D.C. Lau,3.83,249,12131,9780140443486
The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,380,11380,9780743428187
La Emperatriz tras el velo (Trilogía Taj Mahal  #1),Indu Sundaresan/Alberto Coscarelli,4.04,382,2,9788425337604
Buddha,Karen Armstrong,3.89,240,3783,9780143034360
Islam: A Short History,Karen Armstrong,4.02,230,7660,9780812966183
The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,3.99,306,5755,9780385721271
The Battle for God: A History of Fundamentalism,Karen Armstrong,3.93,480,5677,9780345391698
Muhammad: A Biography of the Prophet,Karen Armstrong,4.15,304,4978,9780062508867
The Analects of Confucius: A Philosophical Translation,Confucius/Henry Rosemont Jr./Roger T. Ames,3.83,352,180,9780345434074
Analects,Confucius/Edward Slingerland,3.83,312,115,9780872206359
Hiroshima,John Hersey,3.97,152,52567,9780679721031
The Wall,John Hersey,4.28,640,1829,9780394756967
Silent Spring,Rachel Carson/Linda Lear/Edward O. Wilson,3.97,378,30281,9780618249060
The House of Life: Rachel Carson at Work,Paul Brooks/Rachel Carson,3.95,350,10,9780395517420
Under the Sea Wind (Nature Classic),Rachel Carson/Bob Hines,4.14,320,18,9780140253801
Black Meets White,Justine Korman Fontes/Geoff Waring,3.5,24,50,9780763619336
Back Bay (Peter Fallon  #1),William Martin,3.91,532,1614,9780446363167
Letters from the Bay of Islands: The Story of Marianne Williams,Marianne Williams/Caroline Fitzgerald,3.72,270,24,9780143019299
"Since ""Silent Spring""",Frank  Graham,3.78,0,1,9780449231418
A Civil Action,Jonathan Harr,3.97,512,13628,9780679772675
The Lost Painting,Jonathan Harr,3.74,320,24619,9780375759864
Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Anthony  Lewis,3.91,288,2264,9780679723127
The Library of Greek Mythology,Apollodorus/Robin Hard,3.98,336,1047,9780192839244
The Library 1  Books 1-3.9,Apollodorus/James George Frazer,3.93,464,21,9780674991354
The Library of Apollodorus: Gods and Heroes of the Greeks,Apollodorus/Selwyn Reginald Cudjoe/Leonard Baskin,3.98,311,11,9780870232060
Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology,Apollodorus/Hyginus/R. Scott Smith/Stephen M. Trzaskoma,3.98,328,20,9780872208209
Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana,Apollodorus/Richard Wagner,0.0,335,0,9783598715433
Theogony / Works and Days,Hesiod/M.L. West,3.75,79,9276,9780192839411
The Works and Days/Theogony,Hesiod,3.75,48,3,9781419188510
Theogony/Works and Days/Shield,Hesiod/Apostolos N. Athanassakis,3.97,192,83,9780801879845
The Works and Days/Theogony/The Shield of Herakles,Hesiod/Richmond Lattimore,3.97,256,90,9780472081615
The Poems,Hesiod/R.M. Frazer/Mary Sue Roniger,3.75,160,105,9780806118468
Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts),Hesiod/Friedrich Solmsen/Reinholdo Merkelbach,4.06,282,9,9780198140719
Works of Hesiod and the Homeric Hymns,Hesiod/Daryl Hine,3.73,230,34,9780226329659
The Georgics of Virgil,Virgil/David Ferry,3.85,224,85,9780374530310
The Death of Virgil,Hermann Broch/Jean Starr Untermeyer,4.19,496,794,9780679755487
The Eclogues of Virgil,Virgil/David Ferry,3.91,112,74,9780374526962
The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,777,48,9780385422987
Waterfront: A Walk Around Manhattan,Phillip Lopate,3.71,450,254,9780385497145
The DC Comics Encyclopedia,Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,4.29,352,125,9780756605926
The Marvel Encyclopedia,Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling,4.37,352,1049,9780756623586
Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture,J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer,4.2,347,225,9780825429828
The Great Gatsby,F. Scott Fitzgerald/Matthew J. Bruccoli,3.91,216,9844,9780684801520
Daniel Deronda,George Eliot/Earl L. Dachslager/George Stade,3.84,784,206,9781593082901
King Leopold's Ghost,Adam Hochschild,4.15,384,102,9780618711673
The End of Days (The Earth Chronicles  #7),Zecharia Sitchin,4.08,336,489,9780061238239
Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,4.15,272,10138,9780060753634
The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,Geoffrey Miller,4.1,528,2144,9780385495172
The Evolution Of Desire: Strategies of Human Mating,David M. Buss,4.08,354,1459,9780465008025
The Liberated Bride,A.B. Yehoshua/Hillel Halkin,3.77,576,457,9780156030168
Plan of Attack,Bob Woodward/Alice Mayhew,3.68,480,4603,9780743255486
The Commanders,Bob Woodward,3.71,400,527,9780743234757
Veil: The Secret Wars of the CIA 1981-1987,Bob Woodward,3.67,592,758,9780743274036
Shadow: Five Presidents and the Legacy of Watergate,Bob Woodward,3.72,608,1035,9780684852638
The Brethren: Inside the Supreme Court,Bob Woodward/Scott Armstrong,4.11,592,3841,9780743274029
Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,4.24,40,0,9780395959916
Left Behind (Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,3.83,342,189090,9780842342704
Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,4.03,395,15869,9780842332361
Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,4.01,432,21603,9780842332293
Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,530,30129,9780786224692
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,4.09,289,7776,9781586481988
Working with Emotional Intelligence,Daniel Goleman,3.81,400,3265,9780553378580
On Intelligence,Jeff Hawkins/Sandra Blakeslee,4.12,261,5347,9780805078534
The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work,Travis Bradberry/Jean Greaves/Patrick Lencioni,3.52,185,708,9780743273268
Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,Karen Berman/Joe Knight/John  Case,4.12,272,1870,9781591397649
Artificial Intelligence: A Modern Approach,Stuart Russell/Peter Norvig,4.17,1132,2689,9780137903955
"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the ""Class""",Wilma Davidson/Jack   Dougherty,3.45,224,11,9780312317089
Walking with the Wind: A Memoir of the Movement,John             Lewis/Michael D'Orso,4.49,496,2052,9780156007085
Jackie After Jack: Portrait of the Lady,Christopher Andersen/Christopher Andersen,3.95,592,373,9780446607438
To Battle the Gods (Jalav  Amazon Warrior  #5),Sharon Green,4.07,446,87,9780886771287
A Tale of Love and Darkness,Amos Oz/Nicholas de Lange,4.22,560,5325,9780156032520
What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,3.49,186,2474,9780060516055
Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,3.93,291,1495,9780465092758
Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski/S.D. Schindler,3.93,32,254,9780525469780
There Is Nothing Wrong with You: Going Beyond Self-Hate,Cheri Huber/June Shiver,4.18,239,1623,9780971030909
Dead Wrong (Joanna Brady  #12),J.A. Jance,4.04,368,4163,9780060540906
Sixty Million Frenchmen Can't Be Wrong,Jean-Benoît Nadeau/Julie Barlow,3.74,351,2164,9781402200458
The Perfect Wrong Note: Learning to Trust Your Musical Self,William Westney,4.24,239,191,9781574671452
In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,Michela Wrong,3.99,338,2387,9780060934439
Acts of Faith,Philip Caputo,3.94,688,1617,9780375725975
Simple Acts of Faith: Heartwarming Stories of One Life Touching Another,Margaret Feinberg/Norman Rockwell,4.36,48,14,9780736910736
The Cross From A Distance: Atonement In Mark's Gospel,Peter G. Bolt,3.89,213,50,9780830826193
Cults in Our Midst: The Continuing Fight Against Their Hidden Menace,Margaret Thaler Singer/Robert Jay Lifton,3.95,432,196,9780787967413
Mortals,Norman Rush,3.74,736,469,9780679737117
Whites,Norman Rush,3.77,160,382,9780679738169
Hasta que te encuentre,John Irving/Carlos Milla Soler,3.63,1024,28,9788483103319
Howards End,E.M. Forster/Benjamin DeMott/Regina Marler,3.96,312,104,9780451530462
Women  Cats: The History of a Love Affair,Michelle Lovric/Lisa Pentreath,4.23,66,13,9781556525131
EULIS! The History of Love,Paschal Beverly Randolph,3.85,144,9,9780766184152
Secretos De Familia,Julia Glass,3.57,528,0,9788496525030
Accidental Empires,Robert X. Cringely,4.01,384,1570,9780887308550
The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love,Janet Geringer Woititz/Robert J. Ackerman,4.09,500,152,9781558749603
Bury the Chains,Adam Hochschild,4.28,496,1342,9780618619078
On Christian Belief (Works of Saint Augustine),Augustine of Hippo/Boniface Ramsey/Michael Fiedrowicz,4.08,372,12,9781565482340
Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,4.39,928,4146,9780688003470
Touch Not the Cat,Mary  Stewart,3.91,372,5029,9780060823726
The Gabriel Hounds,Mary  Stewart,3.92,322,3629,9780061145391
The Wicked Day (Arthurian Saga  #4),Mary  Stewart,4.09,417,10055,9780060548285
The Moonspinners,Mary  Stewart,4.03,400,6019,9780060502959
This Rough Magic,Mary  Stewart,4.05,373,5153,9780060747473
Nine Coaches Waiting,Mary  Stewart/Sandra Brown,4.03,342,10640,9781556526183
Airs Above the Ground,Mary  Stewart,4.05,384,4615,9780060747480
Madam  Will You Talk?,Mary  Stewart,4.05,360,4460,9780060093563
The Night of Wishes,Michael Ende/Heike Schwarzbauer/Rick Takvorian/Regina Kehn/Regina Jehn,4.12,216,3014,9780374455033
Mirror in the Mirror,Michael Ende/J. Maxwell Brownjohn,4.14,224,74,9780670806829
The Greek's Royal Mistress (Princess Brides  #2),Jane Porter,3.69,192,167,9780373124244
La Cantatrice chauve / La Leçon,Eugène Ionesco,3.9,150,6398,9782070362363
Death of a Perfect Wife (Hamish Macbeth  #4),M.C. Beaton,3.81,175,4958,9780446614733
Cold Sleep (Cold Series #1),Narise Konohara/Nanao Saikawa/Douglas W. Dlin,3.73,226,278,9781569708873
The Restless Sleep: Inside New York City's Cold Case Squad,Stacy Horn,3.49,336,331,9780143037293
La caída,Albert Camus/Manuel de Lope,4.04,128,233,9788420637013
Le Premier homme,Albert Camus/Catherine Camus,3.96,384,293,9782070401017
Noces,Albert Camus,3.65,101,184,9782070733460
How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook,Stuart M. Matlins,3.95,403,120,9781594731402
The Basic Political Writings,Jean-Jacques Rousseau/Donald A. Cress/Peter Gray,3.87,227,4786,9780872200470
Henri Rousseau: Jungles in Paris,Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory,4.06,230,31,9780810956995
Julie  or the New Heloise,Jean-Jacques Rousseau/Philip Stewart/Jean Vache,3.46,728,1019,9780874518252
Anesthesiology Review,Ronald J. Faust/Roy F. Cucchiara/Denise J. Wedel/C. Thomas Wass/Stephen H. Rose/Thomas N. Spackman,3.67,595,12,9780443066016
Faust  Part Two,Johann Wolfgang von Goethe/Philip Wayne,3.73,288,128,9780140440935
The Jew of Malta,Christopher Marlowe/H. Havelock Ellis,3.6,80,2963,9780486431840
The Trumpeter of Krakow,Eric P. Kelly/Janina Domanska,3.76,224,54,9780689829925
Numerical Recipes in C: The Art of Scientific Computing,William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery,4.16,1020,217,9780521431088
Numerical Recipes Example Book C++: The Art of Scientific Computing,William T. Vetterling/William H. Press/Saul A. Teukolsky,3.25,330,4,9780521750349
Numerical Recipes: Example Book C,William T. Vetterling/Saul A. Teukolsky/William H. Press/Brian P. Flannery,3.75,336,7,9780521437202
Eugene Onegin,Alexander Pushkin/James E. Falen,4.09,240,42668,9780192838995
Eugene Onegin,Alexander Pushkin/Charles Johnston/Michael Basker/John Bayley,4.09,262,382,9780140448030
Eugene Onegin,Alexander Pushkin/Charles Johnston/John Bayley,4.09,240,205,9780140443943
Eugene Onegin,Alexander Pushkin/Walter W. Arndt,4.09,244,48,9780875011066
Eugene Onegin: A Novel in Verse (Vol. 1),Alexander Pushkin/Vladimir Nabokov,4.09,309,272,9780691019055
Eugene Onegin  Vol. II (Commentary),Alexander Pushkin/Vladimir Nabokov,4.38,1056,45,9780691019048
Eugene Onegin: A Novel in Verse,Alexander Pushkin/Douglas R. Hofstadter,4.09,224,44,9780465020942
Eugene Onegin,Alexander Pushkin/Tom Beck,4.09,262,10,9781903517284
Data Structures and Algorithms in Java,Michael T. Goodrich/Roberto Tamassia,3.83,720,151,9780471738848
Data Structures and Algorithm Analysis in C++,Mark Allen Weiss,3.87,586,155,9780321441461
Data Structures and Algorithms in C++,Adam Drozdek,3.8,758,18,9780534491826
Data Structures and Abstractions with Java,Frank M. Carrano/Walter J. Savitch,3.47,998,34,9780132370455
Data Structures and Algorithm Analysis in C,Mark Allen Weiss,3.85,528,120,9780201498400
Algorithms in C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching,Robert Sedgewick,4.16,720,140,785342314526
Savage Stone Age Sticker Book (Horrible Histories),Terry Deary,4.0,20,9,9780439959049
The Girl  the Dragon  and the Wild Magic (Rhianna  #1),Dave Luckett,3.86,119,474,9780439411875
Wildfire (Drinker of Souls: Wild Magic  #2),Jo Clayton,3.72,400,80,9780886775148
A Sudden Wild Magic,Diana Wynne Jones,3.75,380,104,9780575601970
Wild Magic (Drinker of Souls: Wild Magic  #1),Jo Clayton,3.71,368,112,9780886774967
Exile's Children (Exiles  #1),Angus Wells,3.54,688,122,9780553299038
Lords of the Sky,Angus Wells,3.94,688,288,9780553572667
On a Dark Night I Left My Silent House,Peter Handke/Krishna Winston,3.27,186,179,9780374175474
Selected Writings,Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray,4.29,160,4,9780060754662
The Essential Augustine,Augustine of Hippo/Vernon J. Bourke,3.69,268,114,9780915144075
A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.9,352,809,9780812572360
Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy,Robert F. Kennedy Jr.,4.08,256,72,9780060746872
A Lie and a Libel: The History of the Protocols of the Elders of Zion,Binjamin W. Segel/Richard S. Levy/Sergei Nilus,3.3,148,8,9780803292451
Citizen X: Killer Department,Robert Cullen,4.01,258,94,9780804111645
A Mulligan for Bobby Jobe: A Novel,Bob Cullen,3.32,400,58,9780060933524
Close Range,Annie Proulx,3.99,285,12555,9780684852225
Accordion Crimes,Annie Proulx,3.59,432,5675,9780684831541
Heart Songs and Other Stories,Annie Proulx,3.94,203,1871,9780020360759
Cider,Annie Proulx/Lew Nichols,3.64,224,182,9781580175203
Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,3.95,336,8515,9780743222983
Shamanism: Archaic Techniques of Ecstasy,Mircea Eliade/Wendy Doniger/Willard R. Trask,4.22,610,2007,9780691119427
Images and Symbols: Studies in Religious Symbolism,Mircea Eliade/Philip Mairet,4.16,192,354,9780691020686
The Myth of the Eternal Return or  Cosmos and History,Mircea Eliade/Willard R. Trask,4.24,195,1799,9780691017778
Youth Without Youth & Other Novellas (Romanian Literature & Thought in Translation),Mircea Eliade/Mac L. Ricketts/Matei Călinescu,3.92,288,11,9780814204573
Bengal Nights,Mircea Eliade/Catherine Spencer,3.93,184,257,9780226204192
Myth and Reality,Mircea Eliade/Willard R. Trask,4.08,204,531,9781577660095
Dark Intimacy: Hope for Those in Difficult Prayer-Experiences,David J. Hassel,4.0,172,1,9780829407082
As Eve Said to the Serpent: On Landscape  Gender  and Art,Rebecca Solnit,4.09,240,127,9780820324937
River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,4.15,320,1148,9780142004104
Wanderlust: A History of Walking,Rebecca Solnit,3.92,326,226,9780140286014
Storming the Gates of Paradise: Landscapes for Politics,Rebecca Solnit,4.21,416,228,9780520251090
Situationist International Anthology: Revised and Expanded Edition,Ken Knabb,4.26,532,678,9780939682041
Leaving the 20th Century: The Incomplete Work of the Situationist International,Chris Gray/Larry  Law,4.1,136,30,9780946061150
Barrel Fever and Other Stories,David Sedaris/Amy Sedaris,3.79,3,183,9781586212216
The Birth of Venus,Sarah Dunant,3.81,427,87478,9780812968972
Gabriel García Márquez: One Hundred Years of Solitude,Michael  Wood,4.54,132,3604,9780521316927
Far Afield,Susanna Kaysen,3.81,352,316,9780679753766
The Steps (Steps  #1),Rachel Cohn,3.58,144,428,9780689874147
The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,3.76,389,24243,9780743250627
